스타일대분류,스타일소분류,맥주명,양조장명,제조국가명,도수,평균점수,리뷰수,평가수,현재상태,Full Name,Astringent,Body,Alcoholic,Bitter,Sweet,Sour,Salty,Fruity,Hoppy,Spices,Malty
Pale Ales,Saison,Colorado Wild Sage Brett Saison,Crooked Stave Artisan Beer Project,United States,7.2,4.04,47,81,Active,Colorado Wild Sage Brett Saison Crooked Stave Artisan Beer Project,15,35,19,14,57,89,0,71,28,23,37
Pale Ales,Saison,Fantôme Boo!,Brasserie Fantôme,Belgium,8,3.44,44,84,Active,Fantôme Boo! Brasserie Fantôme,30,35,14,12,19,85,5,54,100,6,17
Pale Ales,Saison,Signal De Botrange,Elevation Beer Co.,United States,7.5,3.96,24,99,Active,Signal De Botrange Elevation Beer Co.,24,31,17,29,51,62,3,67,44,55,35
Pale Ales,Saison,Cazeau Saison,Brasserie De Cazeau,Belgium,4.8,3.88,52,69,Active,Cazeau Saison Brasserie De Cazeau,27,31,18,19,50,65,0,65,22,16,33
Pale Ales,Saison,Cultivateur Provision Saison,Deschutes Brewery,United States,8,4.0,26,95,Active,Cultivateur Provision Saison Deschutes Brewery,39,28,8,29,45,69,0,60,100,30,31
Pale Ales,Saison,Arthur Puncheon,Hill Farmstead Brewery,United States,6,4.51,23,95,Active,Arthur Puncheon Hill Farmstead Brewery,25,25,17,9,45,65,2,63,20,21,14
Pale Ales,Saison,Farmer's Daughter,The Alchemist,United States,7,4.05,27,88,Active,Farmer's Daughter The Alchemist,33,33,12,19,15,112,1,54,38,4,14
Pale Ales,Saison,Saison Du Fermier - Pinot Noir Puncheons,Side Project Brewing,United States,7,4.48,20,90,Active,Saison Du Fermier - Pinot Noir Puncheons Side Project Brewing,16,21,10,29,27,31,1,37,46,24,36
Pale Ales,Saison,Prairie Ace,Prairie Artisan Ales,United States,7.5,3.91,36,73,Active,Prairie Ace Prairie Artisan Ales,43,31,10,12,48,106,1,88,17,6,18
Pale Ales,Saison,Pumpkin Tart,Brewery Vivant,United States,7,3.79,21,85,Active,Pumpkin Tart Brewery Vivant,16,31,7,18,31,73,2,71,36,22,13
Pale Ales,Saison,Hitachino Nest Saison Du Japon,Kiuchi Brewery,Japan,5,3.84,35,70,Active,Hitachino Nest Saison Du Japon Kiuchi Brewery,17,50,21,14,41,91,0,115,24,99,66
Pale Lagers,American Adjunct Lager,Budweiser,Anheuser-Busch,United States,5,2.38,"1,874","5,011",Active,Budweiser Anheuser-Busch,29,39,14,25,50,102,4,87,23,14,53
Pale Lagers,American Adjunct Lager,Pabst Blue Ribbon (PBR),Pabst Brewing Company,United States,4.74,2.94,"1,948","4,323",Active,Pabst Blue Ribbon (PBR) Pabst Brewing Company,15,29,10,13,17,14,0,10,12,1,21
Pale Lagers,American Adjunct Lager,Corona Extra,Grupo Modelo S.A. de C.V.,Mexico,4.6,2.37,"1,377","4,180",Active,Corona Extra Grupo Modelo S.A. de C.V.,8,16,8,6,6,3,1,4,11,0,17
Pale Lagers,American Adjunct Lager,Miller High Life,Miller Brewing Co.,United States,4.6,2.72,"1,317","2,942",Active,Miller High Life Miller Brewing Co.,12,15,2,10,10,27,3,24,15,1,16
Pale Lagers,American Adjunct Lager,Red Stripe Jamaican Lager,Desnoes & Geddes Limited,Jamaica,4.7,2.98,"1,049","2,427",Active,Red Stripe Jamaican Lager Desnoes & Geddes Limited,12,31,7,16,16,4,1,8,18,0,16
Pale Lagers,American Adjunct Lager,Coors Banquet,Coors Brewing Company (Molson-Coors),United States,5,2.64,873,"2,457",Active,Coors Banquet Coors Brewing Company (Molson-Coors),11,21,8,9,15,5,1,13,14,4,34
Pale Lagers,American Adjunct Lager,Rolling Rock Extra Pale,Latrobe Brewing Co.,United States,4.4,2.62,962,"2,241",Active,Rolling Rock Extra Pale Latrobe Brewing Co.,14,17,2,14,22,4,2,7,17,0,25
Pale Lagers,American Adjunct Lager,Dos Equis Special Lager,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Mexico,4.2,2.75,682,"2,301",Active,"Dos Equis Special Lager Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",6,14,3,8,5,4,0,3,9,0,9
Pale Lagers,American Adjunct Lager,Modelo Especial,Grupo Modelo S.A. de C.V.,Mexico,4.4,2.87,724,"2,038",Active,Modelo Especial Grupo Modelo S.A. de C.V.,13,18,4,7,8,14,4,13,8,1,15
Pale Lagers,American Adjunct Lager,Miller Genuine Draft,Miller Brewing Co.,United States,4.66,2.3,715,"1,950",Active,Miller Genuine Draft Miller Brewing Co.,5,11,3,13,10,5,0,7,18,0,27
Pale Lagers,American Adjunct Lager,Labatt Blue,Labatt Brewing Company Ltd.,Canada,5,2.69,725,"1,556",Active,Labatt Blue Labatt Brewing Company Ltd.,14,33,14,14,14,2,3,6,16,1,34
Pale Lagers,American Adjunct Lager,Foster's Lager,Foster's Group Limited,Australia,5,2.56,719,"1,536",Active,Foster's Lager Foster's Group Limited,5,20,7,9,11,2,0,3,12,5,18
Pale Lagers,American Adjunct Lager,Cerveza Pacifico Clara,Grupo Modelo S.A. de C.V.,Mexico,4.5,2.74,631,"1,622",Active,Cerveza Pacifico Clara Grupo Modelo S.A. de C.V.,12,14,4,11,14,1,0,2,14,0,20
Pale Lagers,American Adjunct Lager,Tecate Original,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Mexico,4.5,2.55,637,"1,587",Active,"Tecate Original Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",26,27,7,16,17,11,2,13,19,2,25
Pale Lagers,American Adjunct Lager,Landshark Lager,Margaritaville Brewing Co.,United States,4.6,2.64,558,"1,503",Active,Landshark Lager Margaritaville Brewing Co.,16,24,5,13,13,8,8,8,19,2,41
Pale Lagers,American Adjunct Lager,Bud Light Platinum,Anheuser-Busch,United States,6,2.24,396,"1,600",Active,Bud Light Platinum Anheuser-Busch,13,22,3,6,15,13,3,13,6,0,23
Pale Lagers,American Adjunct Lager,Molson Canadian Lager,Molson Coors Canada,Canada,5,2.84,583,"1,375",Active,Molson Canadian Lager Molson Coors Canada,8,19,14,9,26,10,1,10,7,1,22
Pale Lagers,American Adjunct Lager,Busch Beer,Anheuser-Busch,United States,4.3,2.08,537,"1,371",Active,Busch Beer Anheuser-Busch,9,17,5,10,13,3,0,3,12,2,19
Pale Lagers,American Adjunct Lager,Narragansett Lager,Narragansett Brewing Co.,United States,5,3.37,512,"1,079",Active,Narragansett Lager Narragansett Brewing Co.,10,16,8,4,6,4,0,1,6,1,19
Pale Lagers,American Adjunct Lager,Natural Ice,Anheuser-Busch,United States,5.9,1.84,414,"1,154",Active,Natural Ice Anheuser-Busch,12,17,5,13,13,10,0,6,19,1,28
Pale Lagers,American Adjunct Lager,Sol,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Mexico,4.5,2.48,443,"1,125",Active,"Sol Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",8,15,12,3,11,8,0,6,4,0,16
Pale Lagers,American Adjunct Lager,Icehouse,Miller Brewing Co.,United States,5.5,2.08,420,933,Active,Icehouse Miller Brewing Co.,11,46,5,13,11,7,1,18,20,3,35
Pale Lagers,American Adjunct Lager,Batch 19,Coors Brewing Company (Molson-Coors),United States,5.5,3.33,248,"1,026",Active,Batch 19 Coors Brewing Company (Molson-Coors),7,26,8,7,11,5,0,5,8,6,29
Pale Lagers,American Adjunct Lager,Bud Ice,Anheuser-Busch,United States,5.5,1.92,331,929,Active,Bud Ice Anheuser-Busch,5,25,9,16,8,7,0,2,23,0,28
Pale Lagers,American Adjunct Lager,Hamm's,Hamm's Brewing Co.,United States,4.6,2.88,459,709,Active,Hamm's Hamm's Brewing Co.,9,12,15,9,10,5,1,8,10,1,20
Pale Lagers,American Adjunct Lager,Lone Star Beer,Pabst Brewing Company,United States,4.65,2.58,281,654,Active,Lone Star Beer Pabst Brewing Company,10,29,2,10,16,7,1,9,18,0,29
Pale Lagers,American Adjunct Lager,Solid Gold,Founders Brewing Company,United States,4.4,3.63,277,619,Active,Solid Gold Founders Brewing Company,10,25,6,10,15,5,2,10,15,1,36
Pale Lagers,American Adjunct Lager,Presidente,Cervecería Nacional Dominicana,Dominican Republic,5,2.76,302,589,Active,Presidente Cervecería Nacional Dominicana,18,29,2,26,11,22,5,24,30,2,49
Pale Lagers,American Adjunct Lager,Old Milwaukee Beer,Pabst Brewing Company,United States,4.6,2.39,296,593,Active,Old Milwaukee Beer Pabst Brewing Company,15,17,4,9,15,2,3,4,17,0,23
Pale Lagers,American Adjunct Lager,Old Style,Pabst Brewing Company,United States,4.64,2.85,242,562,Active,Old Style Pabst Brewing Company,18,34,7,12,7,5,1,2,24,1,33
Pale Lagers,American Adjunct Lager,Red Dog,Miller Brewing Co.,United States,4.8,2.04,203,595,Active,Red Dog Miller Brewing Co.,4,13,7,12,6,5,0,3,11,2,26
Pale Lagers,American Adjunct Lager,Milwaukee's Best Ice,Miller Brewing Co.,United States,5.9,2.14,250,509,Active,Milwaukee's Best Ice Miller Brewing Co.,10,28,6,10,5,6,3,5,33,4,30
Pale Lagers,American Adjunct Lager,Molson Golden,Molson Coors Canada,Canada,5,2.73,249,449,Active,Molson Golden Molson Coors Canada,7,31,20,6,15,9,0,5,10,2,26
Pale Lagers,American Adjunct Lager,Genesee Beer,Genesee Brewing Co. / Dundee Brewing Co.,United States,4.5,2.68,265,418,Active,Genesee Beer Genesee Brewing Co. / Dundee Brewing Co.,21,29,13,22,20,11,0,6,29,2,26
Pale Lagers,American Adjunct Lager,Original,Jacob Leinenkugel Brewing Company,United States,4.7,2.96,201,459,Active,Original Jacob Leinenkugel Brewing Company,17,16,7,14,8,7,3,8,28,3,32
Pale Lagers,American Adjunct Lager,Stroh's,Pabst Brewing Company,United States,4.5,2.62,226,430,Active,Stroh's Pabst Brewing Company,9,17,5,12,13,4,0,2,19,3,31
Pale Lagers,American Adjunct Lager,Grain Belt Premium,August Schell Brewing Company,United States,4.7,3.26,232,402,Active,Grain Belt Premium August Schell Brewing Company,8,19,13,15,5,3,0,2,19,4,22
Pale Lagers,American Adjunct Lager,Carta Blanca,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Mexico,4.5,2.7,240,377,Active,"Carta Blanca Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",12,16,6,10,26,6,2,7,13,0,36
Pale Lagers,American Adjunct Lager,National Bohemian Beer,Pabst Brewing Company,United States,4.28,2.86,180,418,Active,National Bohemian Beer Pabst Brewing Company,23,25,7,7,13,15,5,17,7,3,31
Pale Lagers,American Adjunct Lager,Imperial,Cerveceria Costa Rica,Costa Rica,4.5,2.78,213,383,Active,Imperial Cerveceria Costa Rica,17,32,6,19,14,9,2,10,30,7,29
Pale Lagers,American Adjunct Lager,Iron City Beer,Pittsburgh Brewing Co.,United States,4.7,2.56,290,299,Active,Iron City Beer Pittsburgh Brewing Co.,31,27,2,22,24,7,5,11,45,6,48
Pale Lagers,American Adjunct Lager,Schlitz (Classic 1960's Formula),Pabst Brewing Company,United States,4.7,3.54,298,271,Active,Schlitz (Classic 1960's Formula) Pabst Brewing Company,10,12,4,6,6,7,0,3,7,2,18
Pale Lagers,American Adjunct Lager,Taj Mahal Premium Lager,United Breweries - UB Group,India,4.5,2.67,243,322,Active,Taj Mahal Premium Lager United Breweries - UB Group,5,26,4,18,18,8,1,3,22,0,21
Pale Lagers,American Adjunct Lager,Molson Ice,Molson Coors Canada,Canada,5.6,2.52,188,342,Active,Molson Ice Molson Coors Canada,16,14,6,9,25,4,3,5,17,4,43
Pale Lagers,American Adjunct Lager,Lionshead Pilsner,"Lion Brewery, Inc.",United States,4.5,2.92,180,332,Active,"Lionshead Pilsner Lion Brewery, Inc.",18,21,11,14,14,8,3,11,32,2,50
Pale Lagers,American Adjunct Lager,Carib Lager,Carib Brewery Limited,Trinidad & Tobago,5,2.82,200,295,Active,Carib Lager Carib Brewery Limited,14,29,4,13,21,3,0,5,15,1,35
Pale Lagers,American Adjunct Lager,Birra Peroni,Birra Peroni Industriale S.p.A.,Italy,4.7,2.72,46,424,Active,Birra Peroni Birra Peroni Industriale S.p.A.,17,10,8,14,16,13,0,13,23,2,22
Pale Lagers,American Adjunct Lager,San Miguel Premium Lager,San Miguel Brewery Inc.,Philippines,5,2.77,190,267,Active,San Miguel Premium Lager San Miguel Brewery Inc.,15,22,7,16,12,4,2,4,24,0,29
Pale Lagers,American Adjunct Lager,Kalik,Commonwealth Brewery Ltd.,Bahamas,5,2.65,139,228,Active,Kalik Commonwealth Brewery Ltd.,11,21,7,18,12,3,1,4,22,0,25
Pale Lagers,American Adjunct Lager,Busch Ice,Anheuser-Busch,United States,5.9,1.85,87,273,Active,Busch Ice Anheuser-Busch,3,12,7,8,14,14,3,10,10,3,22
Pale Lagers,American Adjunct Lager,Victoria Bitter (VB),"Carlton & United Breweries, Ltd.",Australia,4.9,2.44,157,193,Active,"Victoria Bitter (VB) Carlton & United Breweries, Ltd.",14,27,13,10,30,18,0,19,18,2,24
Pale Lagers,American Adjunct Lager,Rainier Beer,Rainier Brewing Co.,United States,4.6,2.78,120,230,Active,Rainier Beer Rainier Brewing Co.,10,15,3,14,14,15,0,8,17,0,8
Pale Lagers,American Adjunct Lager,Point Special,Stevens Point Brewery,United States,4.8,3.09,141,193,Active,Point Special Stevens Point Brewery,24,25,8,15,23,10,3,11,24,3,35
Pale Lagers,American Adjunct Lager,Coors Extra Gold,Coors Brewing Company (Molson-Coors),United States,5,2.59,112,217,Active,Coors Extra Gold Coors Brewing Company (Molson-Coors),6,31,2,8,11,4,0,2,14,3,11
Pale Lagers,American Adjunct Lager,Sagres Cerveja,Sociedade Central de Cervejas,Portugal,5,2.81,127,190,Active,Sagres Cerveja Sociedade Central de Cervejas,9,19,6,9,14,7,0,0,12,0,21
Pale Lagers,American Adjunct Lager,El Sully,21st Amendment Brewery,United States,4.8,3.48,95,222,Active,El Sully 21st Amendment Brewery,17,35,3,20,11,1,0,5,23,0,29
Pale Lagers,American Adjunct Lager,Famosa (Gallo),"Cervecería Centro Americana, S.A.",Guatemala,5,2.42,162,139,Active,"Famosa (Gallo) Cervecería Centro Americana, S.A.",11,30,8,15,24,6,0,16,31,2,41
Pale Lagers,American Adjunct Lager,Champagne Velvet,Upland Brewing Company,United States,5.2,3.52,69,230,Active,Champagne Velvet Upland Brewing Company,26,26,9,18,22,6,3,8,31,7,39
Pale Lagers,American Adjunct Lager,Schaefer,F & M Schaefer Brewing Co.,United States,4.6,2.64,142,153,Active,Schaefer F & M Schaefer Brewing Co.,29,29,8,24,24,17,3,16,45,1,30
Pale Lagers,American Adjunct Lager,American Lager,Straub Brewery,United States,4.1,3.22,127,165,Active,American Lager Straub Brewery,6,22,3,12,11,2,0,2,17,2,17
Pale Lagers,American Adjunct Lager,Toña Cerveza,Industrial Cervecera S.A. / Compañía Cervecera De Nicaragua,Nicaragua,4.6,2.75,160,128,Active,Toña Cerveza Industrial Cervecera S.A. / Compañía Cervecera De Nicaragua,16,28,9,15,17,12,2,10,28,0,34
Pale Lagers,American Adjunct Lager,Saigon Export,Saigon Beer Company,Vietnam,4.9,2.78,121,149,Active,Saigon Export Saigon Beer Company,19,26,5,22,17,7,3,11,35,4,50
Pale Lagers,American Adjunct Lager,Brahma,Companhia Cervejaria Brahma,Brazil,4.6,2.39,105,164,Active,Brahma Companhia Cervejaria Brahma,18,34,7,17,26,7,2,10,21,4,41
Pale Lagers,American Adjunct Lager,Blatz Beer,Pabst Brewing Company,United States,4.9,2.48,93,157,Active,Blatz Beer Pabst Brewing Company,3,12,4,2,1,1,0,3,1,0,5
Pale Lagers,American Adjunct Lager,Labatt Ice,Labatt Brewing Company Ltd.,Canada,5.6,2.65,87,162,Active,Labatt Ice Labatt Brewing Company Ltd.,16,31,4,16,16,4,3,5,36,5,41
Pale Lagers,American Adjunct Lager,Caribbean Lager,Banks (Barbados) Breweries Limited,Barbados,4.7,2.88,105,128,Active,Caribbean Lager Banks (Barbados) Breweries Limited,15,21,10,14,16,6,3,7,34,1,39
Pale Lagers,American Adjunct Lager,Kokanee,Columbia Brewery,Canada,5,2.56,105,118,Active,Kokanee Columbia Brewery,13,15,7,8,11,4,0,9,10,3,26
Pale Lagers,American Adjunct Lager,Carling Black Label,Molson Coors Canada,Canada,5,2.5,80,143,Active,Carling Black Label Molson Coors Canada,8,24,3,14,13,4,0,7,17,1,25
Pale Lagers,American Adjunct Lager,Montejo,Grupo Modelo S.A. de C.V.,Mexico,4.5,2.86,64,157,Active,Montejo Grupo Modelo S.A. de C.V.,24,26,8,16,8,6,4,6,33,5,43
Pale Lagers,American Adjunct Lager,Alfa,Athenian Brewery,Greece,5,2.79,75,142,Active,Alfa Athenian Brewery,12,17,6,12,19,10,0,17,16,4,28
Pale Lagers,American Adjunct Lager,Chang Beer (Domestic),Cosmos Brewery (Thai Beverage Plc.),Thailand,5,2.82,75,142,Active,Chang Beer (Domestic) Cosmos Brewery (Thai Beverage Plc.),17,23,6,23,15,6,3,10,46,8,39
Pale Lagers,American Adjunct Lager,Genesee Ice Beer,Genesee Brewing Co. / Dundee Brewing Co.,United States,5.5,2.57,130,86,Active,Genesee Ice Beer Genesee Brewing Co. / Dundee Brewing Co.,7,14,4,12,8,4,0,2,16,2,21
Pale Lagers,American Adjunct Lager,#Merica,Surly Brewing Company,United States,5,3.61,50,159,Active,#Merica Surly Brewing Company,19,35,22,16,29,11,5,15,36,7,65
Pale Lagers,American Adjunct Lager,Cristal,Union De Cervecerias Peruanas Backus y Johnston,Peru,5,2.78,98,105,Active,Cristal Union De Cervecerias Peruanas Backus y Johnston,31,33,4,58,14,21,8,22,98,7,68
Pale Lagers,American Adjunct Lager,Utica Club,Matt Brewing Company / Saranac Brewery,United States,5,2.86,78,123,Active,Utica Club Matt Brewing Company / Saranac Brewery,10,17,4,13,20,7,1,5,20,1,37
Pale Lagers,American Adjunct Lager,Cass Fresh,"Oriental Brewery Co., Ltd",Korea (South),4.5,2.41,60,137,Active,"Cass Fresh Oriental Brewery Co., Ltd",22,23,8,15,8,9,2,1,27,1,31
Pale Lagers,American Adjunct Lager,Stag,Pabst Brewing Company,United States,5.2,3.08,73,119,Active,Stag Pabst Brewing Company,8,11,8,12,12,6,2,7,19,0,26
Pale Lagers,American Adjunct Lager,Corona Familiar,Grupo Modelo S.A. de C.V.,Mexico,4.8,3.0,60,124,Active,Corona Familiar Grupo Modelo S.A. de C.V.,12,25,3,13,14,6,1,8,24,1,17
Pale Lagers,American Adjunct Lager,Estrella Jalisco,Grupo Modelo S.A. de C.V.,Mexico,4.5,2.96,70,113,Active,Estrella Jalisco Grupo Modelo S.A. de C.V.,17,41,8,14,7,6,0,12,16,5,28
Pale Lagers,American Adjunct Lager,New,Tooheys Brewing,Australia,4.6,2.56,105,78,Active,New Tooheys Brewing,10,22,2,11,18,14,2,13,13,0,24
Pale Lagers,American Adjunct Lager,Schmidt,Pabst Brewing Company,United States,4.4,2.54,73,109,Active,Schmidt Pabst Brewing Company,12,31,3,24,11,7,0,8,25,0,37
Pale Lagers,American Adjunct Lager,Molson Dry,Molson Coors Canada,Canada,5.5,2.44,54,125,Active,Molson Dry Molson Coors Canada,8,13,2,9,5,6,0,4,12,0,18
Pale Lagers,American Adjunct Lager,Cerveza Aguila,Cervecería De Barranquilla,Colombia,4,2.71,78,97,Active,Cerveza Aguila Cervecería De Barranquilla,20,16,8,14,4,7,1,8,18,0,15
Pale Lagers,American Adjunct Lager,Black Label Beer,Pabst Brewing Company,United States,4,2.32,66,109,Active,Black Label Beer Pabst Brewing Company,17,26,3,12,22,10,1,12,20,7,39
Pale Lagers,American Adjunct Lager,Castle Lager,South African Breweries plc,South Africa,5,2.52,100,66,Active,Castle Lager South African Breweries plc,8,26,4,12,13,6,0,4,11,0,22
Pale Lagers,American Adjunct Lager,Schell's Deer Brand,August Schell Brewing Company,United States,4.8,3.22,69,94,Active,Schell's Deer Brand August Schell Brewing Company,17,27,6,19,10,5,0,6,26,1,32
Pale Lagers,American Adjunct Lager,Keystone Premium,Coors Brewing Company (Molson-Coors),United States,4.4,1.85,49,111,Active,Keystone Premium Coors Brewing Company (Molson-Coors),17,30,12,28,11,6,2,6,33,3,40
Pale Lagers,American Adjunct Lager,Bir Bintang Pilsner,Bintang,Indonesia,4.7,2.68,56,104,Active,Bir Bintang Pilsner Bintang,6,28,5,11,12,7,0,7,13,0,29
Pale Lagers,American Adjunct Lager,Los Locos,Epic Brewing Company,United States,4.8,3.51,46,114,Active,Los Locos Epic Brewing Company,20,20,10,16,11,8,0,6,24,1,18
Pale Lagers,American Adjunct Lager,Michelob Golden Draft,Anheuser-Busch,United States,4.7,2.57,42,107,Active,Michelob Golden Draft Anheuser-Busch,16,17,1,9,15,44,16,47,9,1,36
Pale Lagers,American Adjunct Lager,Keystone Lager,Molson Coors Canada,Canada,4.9,1.9,24,124,Active,Keystone Lager Molson Coors Canada,5,36,2,22,9,1,0,3,26,1,31
Pale Lagers,American Adjunct Lager,Primo,Pabst Brewing Company,United States,4.6,2.86,63,85,Active,Primo Pabst Brewing Company,13,40,9,7,20,13,0,19,11,0,30
Pale Lagers,American Adjunct Lager,KEO Beer,KEO Limited,Cyprus,4.5,2.83,82,64,Active,KEO Beer KEO Limited,16,28,6,20,19,11,0,11,28,2,26
Pale Lagers,American Adjunct Lager,Skol,Cervejarias Reunidas Skol-Caracu,Brazil,4.7,2.37,56,85,Active,Skol Cervejarias Reunidas Skol-Caracu,20,37,9,23,41,11,0,19,31,1,38
Pale Lagers,American Adjunct Lager,Bard's Gold,Bard's Tale Beer Company,United States,4.6,2.45,75,64,Active,Bard's Gold Bard's Tale Beer Company,11,14,5,7,7,0,0,1,7,0,9
Pale Lagers,American Adjunct Lager,Lawnmower Lager,Caldera Brewing Company,United States,3.9,3.34,40,98,Active,Lawnmower Lager Caldera Brewing Company,9,32,6,10,33,22,0,26,15,1,32
Pale Lagers,American Adjunct Lager,Old German,Pittsburgh Brewing Co.,United States,4.2,2.64,53,82,Active,Old German Pittsburgh Brewing Co.,18,31,4,21,17,7,0,6,40,3,55
Pale Lagers,American Adjunct Lager,Boxer Lager,Minhas Craft Brewery,United States,5,2.29,49,83,Active,Boxer Lager Minhas Craft Brewery,18,29,4,15,16,12,0,10,15,1,25
Pale Lagers,American Adjunct Lager,OB Lager Beer,"Oriental Brewery Co., Ltd",Korea (South),4.5,2.34,65,67,Active,"OB Lager Beer Oriental Brewery Co., Ltd",9,30,11,16,26,19,0,19,15,5,37
Pale Lagers,American Adjunct Lager,Trader José Premium Lager,Trader Joe's Brewing Company,United States,5,2.71,63,64,Active,Trader José Premium Lager Trader Joe's Brewing Company,16,24,7,12,24,7,0,14,20,1,21
Pale Lagers,American Adjunct Lager,Numero Uno Summer Cerveza,Flying Dog Brewery,United States,4.9,3.5,22,105,Active,Numero Uno Summer Cerveza Flying Dog Brewery,12,33,7,17,33,22,5,20,32,9,68
Pale Lagers,American Adjunct Lager,Heileman's Special Export,Pabst Brewing Company,United States,5,2.81,63,62,Active,Heileman's Special Export Pabst Brewing Company,47,35,22,36,25,66,5,76,39,3,35
Pale Lagers,American Adjunct Lager,Cerveza Cristal,Cerveceria Bucanero S.A.,Cuba,4.9,2.65,47,75,Active,Cerveza Cristal Cerveceria Bucanero S.A.,17,22,13,18,15,12,1,10,20,0,30
Pale Lagers,American Adjunct Lager,Menabrea 150° Bionda Premium Lager,Birra Menabrea SpA,Italy,4.8,3.04,39,81,Active,Menabrea 150° Bionda Premium Lager Birra Menabrea SpA,12,19,3,8,5,2,0,5,16,1,13
Pale Lagers,American Adjunct Lager,1811 Pre-Prohibition Lager,Fort George Brewery + Public House,United States,5.1,3.64,44,65,Active,1811 Pre-Prohibition Lager Fort George Brewery + Public House,20,35,7,15,11,10,1,12,23,2,40
Pale Lagers,American Adjunct Lager,Salva Vida,"Cerveceria Hondurena, S.A. / BevCo Ltd",Honduras,4.8,2.7,44,63,Active,"Salva Vida Cerveceria Hondurena, S.A. / BevCo Ltd",29,33,3,69,25,22,0,27,78,2,50
